,yearstart,locationabbr,locationdesc,topic,question,datavalueunit,datavaluetype,datavalue,datavaluefootnote,stratificationcategory1,stratification1,geolocation
217016,2021,MA,Massachusetts,Arthritis,Arthritis among adults,%,Crude Prevalence,20.1,,Sex,Male,POINT (-72.08269067499964 42.27687047000046)
217058,2021,MO,Missouri,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,12.7,,Sex,Male,POINT (-92.56630005299968 38.635790776000476)
217097,2021,MO,Missouri,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,34.9,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
217109,2021,MA,Massachusetts,Arthritis,Arthritis among adults,%,Crude Prevalence,29.0,,Sex,Female,POINT (-72.08269067499964 42.27687047000046)
217151,2021,NV,Nevada,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,38.2,,Sex,Male,POINT (-117.07184056399967 39.493240390000494)
217173,2021,NE,Nebraska,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,36.2,,Sex,Male,POINT (-99.36572062299967 41.6410409880005)
217185,2021,NV,Nevada,Arthritis,Arthritis among adults,%,Crude Prevalence,27.2,,Sex,Female,POINT (-117.07184056399967 39.493240390000494)
217220,2021,MA,Massachusetts,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,37.3,,Sex,Female,POINT (-72.08269067499964 42.27687047000046)
217226,2021,MN,Minnesota,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,31.9,,Sex,Male,POINT (-94.79420050299967 46.35564873600049)
217368,2021,MI,Michigan,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,18.2,,Sex,Male,POINT (-84.71439026999968 44.6613195430005)
217387,2021,MO,Missouri,Lung Disease,Quit attempts in the past year among adult current smokers,%,Crude Prevalence,58.6,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
217445,2021,MI,Michigan,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,20.3,,Sex,Male,POINT (-84.71439026999968 44.6613195430005)
217473,2021,MD,Maryland,Diabetes,Diabetes among adults,%,Crude Prevalence,11.7,,Sex,Male,POINT (-76.60926011099963 39.29058096400047)
217516,2021,MO,Missouri,Alcohol,Alcohol use among high school students,%,Crude Prevalence,21.7,,Sex,Male,POINT (-92.56630005299968 38.635790776000476)
217637,2021,MO,Missouri,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,11.5,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
217665,2021,MS,Mississippi,Lung Disease,Current smokeless tobacco use among high school students,%,Crude Prevalence,2.1,,Sex,Female,POINT (-89.53803082499968 32.745510099000455)
217761,2021,MO,Missouri,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,19.3,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
217801,2021,NV,Nevada,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,38.1,,Sex,Male,POINT (-117.07184056399967 39.493240390000494)
217838,2021,MD,Maryland,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,37.4,,Sex,Male,POINT (-76.60926011099963 39.29058096400047)
217846,2021,MA,Massachusetts,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,38.6,,Sex,Male,POINT (-72.08269067499964 42.27687047000046)
217880,2021,MI,Michigan,Arthritis,Arthritis among adults,%,Crude Prevalence,33.9,,Sex,Female,POINT (-84.71439026999968 44.6613195430005)
217974,2021,MT,Montana,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,17.6,,Sex,Female,POINT (-109.42442064499971 47.06652897200047)
217975,2021,NE,Nebraska,Diabetes,Diabetes among adults,%,Crude Prevalence,10.1,,Sex,Male,POINT (-99.36572062299967 41.6410409880005)
218040,2021,MO,Missouri,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,34.0,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
218140,2021,MT,Montana,Asthma,Current asthma among adults,%,Crude Prevalence,7.3,,Sex,Male,POINT (-109.42442064499971 47.06652897200047)
218152,2021,MI,Michigan,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,8.6,,Sex,Female,POINT (-84.71439026999968 44.6613195430005)
218156,2021,MI,Michigan,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,8.2,,Sex,Female,POINT (-84.71439026999968 44.6613195430005)
218244,2021,MS,Mississippi,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,42.7,,Sex,Female,POINT (-89.53803082499968 32.745510099000455)
218320,2021,MT,Montana,Disability,Adults with any disability,%,Crude Prevalence,30.4,,Sex,Female,POINT (-109.42442064499971 47.06652897200047)
218360,2021,NE,Nebraska,Lung Disease,Quit attempts in the past year among adult current smokers,%,Crude Prevalence,51.6,,Sex,Female,POINT (-99.36572062299967 41.6410409880005)
218365,2021,MO,Missouri,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,39.4,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
218373,2021,MS,Mississippi,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,9.2,,Sex,Male,POINT (-89.53803082499968 32.745510099000455)
218386,2021,MA,Massachusetts,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,7.0,,Sex,Male,POINT (-72.08269067499964 42.27687047000046)
218408,2021,MN,Minnesota,Diabetes,Diabetes among adults,%,Crude Prevalence,10.0,,Sex,Male,POINT (-94.79420050299967 46.35564873600049)
218413,2021,MS,Mississippi,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,86.8,,Sex,Female,POINT (-89.53803082499968 32.745510099000455)
218445,2021,NV,Nevada,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,79.2,,Sex,Female,POINT (-117.07184056399967 39.493240390000494)
218458,2021,NE,Nebraska,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.1,,Sex,Female,POINT (-99.36572062299967 41.6410409880005)
218464,2021,MA,Massachusetts,Mental Health,Depression among adults,%,Crude Prevalence,14.0,,Sex,Male,POINT (-72.08269067499964 42.27687047000046)
218472,2021,NV,Nevada,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,35.9,,Sex,Male,POINT (-117.07184056399967 39.493240390000494)
218483,2021,MA,Massachusetts,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,11.4,,Sex,Male,POINT (-72.08269067499964 42.27687047000046)
218485,2021,MN,Minnesota,Disability,Adults with any disability,%,Crude Prevalence,26.4,,Sex,Female,POINT (-94.79420050299967 46.35564873600049)
218531,2021,MS,Mississippi,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,%,Crude Prevalence,49.8,,Sex,Female,POINT (-89.53803082499968 32.745510099000455)
218536,2021,MI,Michigan,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,38.2,,Sex,Male,POINT (-84.71439026999968 44.6613195430005)
218553,2021,MI,Michigan,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,34.6,,Sex,Female,POINT (-84.71439026999968 44.6613195430005)
218601,2021,MN,Minnesota,Mental Health,Depression among adults,%,Crude Prevalence,26.5,,Sex,Female,POINT (-94.79420050299967 46.35564873600049)
218630,2021,MA,Massachusetts,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,32.8,,Sex,Female,POINT (-72.08269067499964 42.27687047000046)
218636,2021,MT,Montana,Diabetes,Diabetes among adults,%,Crude Prevalence,8.7,,Sex,Female,POINT (-109.42442064499971 47.06652897200047)
218647,2021,MN,Minnesota,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,15.1,,Sex,Male,POINT (-94.79420050299967 46.35564873600049)
218652,2021,MI,Michigan,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,14.8,,Sex,Female,POINT (-84.71439026999968 44.6613195430005)
218657,2021,NV,Nevada,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,16.9,,Sex,Male,POINT (-117.07184056399967 39.493240390000494)
218711,2021,MS,Mississippi,Lung Disease,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,20.2,,Sex,Male,POINT (-89.53803082499968 32.745510099000455)
218761,2021,NE,Nebraska,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,38.3,,Sex,Female,POINT (-99.36572062299967 41.6410409880005)
218785,2021,MS,Mississippi,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,10.1,,Sex,Female,POINT (-89.53803082499968 32.745510099000455)
218836,2021,MO,Missouri,Lung Disease,Current smokeless tobacco use among high school students,%,Crude Prevalence,1.0,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
218841,2021,MA,Massachusetts,Diabetes,Diabetes among adults,%,Crude Prevalence,8.7,,Sex,Female,POINT (-72.08269067499964 42.27687047000046)
218852,2021,NE,Nebraska,Diabetes,Diabetes among adults,%,Crude Prevalence,9.2,,Sex,Female,POINT (-99.36572062299967 41.6410409880005)
218860,2021,NE,Nebraska,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,74.9,,Sex,Male,POINT (-99.36572062299967 41.6410409880005)
218926,2021,MD,Maryland,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,39.8,,Sex,Female,POINT (-76.60926011099963 39.29058096400047)
218943,2021,MO,Missouri,Alcohol,Alcohol use among high school students,%,Crude Prevalence,27.5,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
219016,2021,MS,Mississippi,Lung Disease,Quit attempts in the past year among adult current smokers,%,Crude Prevalence,54.8,,Sex,Male,POINT (-89.53803082499968 32.745510099000455)
219030,2021,NV,Nevada,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,18.7,,Sex,Female,POINT (-117.07184056399967 39.493240390000494)
219054,2021,MI,Michigan,Disability,Adults with any disability,%,Crude Prevalence,26.4,,Sex,Male,POINT (-84.71439026999968 44.6613195430005)
219070,2021,NV,Nevada,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,14.2,,Sex,Female,POINT (-117.07184056399967 39.493240390000494)
219130,2021,MI,Michigan,Mental Health,Depression among adults,%,Crude Prevalence,16.3,,Sex,Male,POINT (-84.71439026999968 44.6613195430005)
219137,2021,MT,Montana,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,40.3,,Sex,Female,POINT (-109.42442064499971 47.06652897200047)
219155,2021,MO,Missouri,Lung Disease,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,22.5,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
219189,2021,NV,Nevada,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,11.8,,Sex,Female,POINT (-117.07184056399967 39.493240390000494)
219201,2021,MS,Mississippi,Arthritis,Arthritis among adults,%,Crude Prevalence,27.1,,Sex,Male,POINT (-89.53803082499968 32.745510099000455)
219264,2021,MS,Mississippi,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,80.8,,Sex,Male,POINT (-89.53803082499968 32.745510099000455)
219278,2021,NV,Nevada,Arthritis,Severe joint pain among adults with arthritis,%,Crude Prevalence,27.5,,Sex,Male,POINT (-117.07184056399967 39.493240390000494)
219287,2021,MT,Montana,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,17.8,,Sex,Female,POINT (-109.42442064499971 47.06652897200047)
219290,2021,NV,Nevada,Asthma,Current asthma among adults,%,Crude Prevalence,11.6,,Sex,Female,POINT (-117.07184056399967 39.493240390000494)
219294,2021,MA,Massachusetts,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,33.1,,Sex,Female,POINT (-72.08269067499964 42.27687047000046)
219313,2021,MI,Michigan,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,42.6,,Sex,Female,POINT (-84.71439026999968 44.6613195430005)
219387,2021,MT,Montana,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,15.1,,Sex,Female,POINT (-109.42442064499971 47.06652897200047)
219400,2021,MS,Mississippi,Lung Disease,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,22.7,,Sex,Female,POINT (-89.53803082499968 32.745510099000455)
219439,2021,MI,Michigan,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,63.9,,Sex,Male,POINT (-84.71439026999968 44.6613195430005)
219455,2021,NE,Nebraska,Arthritis,Arthritis among adults,%,Crude Prevalence,21.2,,Sex,Male,POINT (-99.36572062299967 41.6410409880005)
219456,2021,MA,Massachusetts,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,19.7,,Sex,Male,POINT (-72.08269067499964 42.27687047000046)
219484,2021,MI,Michigan,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,75.4,,Sex,Male,POINT (-84.71439026999968 44.6613195430005)
219510,2021,MT,Montana,Arthritis,Arthritis among adults,%,Crude Prevalence,24.5,,Sex,Male,POINT (-109.42442064499971 47.06652897200047)
219574,2021,MA,Massachusetts,Mental Health,Current poor mental health among high school students,%,Crude Prevalence,19.8,,Sex,Male,POINT (-72.08269067499964 42.27687047000046)
219584,2021,MO,Missouri,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,16.4,,Sex,Female,POINT (-92.56630005299968 38.635790776000476)
219593,2021,NE,Nebraska,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,36.4,,Sex,Male,POINT (-99.36572062299967 41.6410409880005)
219610,2021,MN,Minnesota,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,33.3,,Sex,Male,POINT (-94.79420050299967 46.35564873600049)
219637,2021,MT,Montana,Lung Disease,Current smokeless tobacco use among high school students,%,Crude Prevalence,7.8,,Sex,Male,POINT (-109.42442064499971 47.06652897200047)
219643,2021,MN,Minnesota,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,6.7,,Sex,Male,POINT (-94.79420050299967 46.35564873600049)
219722,2021,MI,Michigan,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,%,Crude Prevalence,14.4,,Sex,Female,POINT (-84.71439026999968 44.6613195430005)
219746,2021,NE,Nebraska,Mental Health,Depression among adults,%,Crude Prevalence,12.6,,Sex,Male,POINT (-99.36572062299967 41.6410409880005)
219757,2021,MN,Minnesota,Lung Disease,Current cigarette smoking among adults,%,Crude Prevalence,12.8,,Sex,Female,POINT (-94.79420050299967 46.35564873600049)
219782,2021,MS,Mississippi,Asthma,Current asthma among adults,%,Crude Prevalence,8.2,,Sex,Male,POINT (-89.53803082499968 32.745510099000455)
219801,2021,NV,Nevada,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,61.1,,Sex,Male,POINT (-117.07184056399967 39.493240390000494)
219827,2021,MT,Montana,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.6,,Sex,Female,POINT (-109.42442064499971 47.06652897200047)
219841,2021,MT,Montana,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,32.0,,Sex,Male,POINT (-109.42442064499971 47.06652897200047)
219872,2021,NE,Nebraska,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,8.5,,Sex,Male,POINT (-99.36572062299967 41.6410409880005)
219890,2021,MI,Michigan,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,40.0,,Sex,Female,POINT (-84.71439026999968 44.6613195430005)
